message,label,category
Attention: Your SwiftPay membership will auto-renew for $100 tomorrow. Cancel now or call 1-800-529-5316 immediately.,high,Urgent Action Scam
URGENT: We detected unusual activity on your GlobalTel account. Verify immediately at http://fasttrack logistics-verify.info/3zqzqz or it will be suspended.,high,Phishing Attempt
Security Alert: Someone tried to access your GlobalTel account from a new device. Confirm your identity now: http://shopease-claim.net/7a5uy8,high,Phishing Attempt
We've detected a login to your ClickPay account from an unrecognized location. Secure your account now: http://clickpay-secure.xyz/4fnpmy,high,Phishing Attempt
We've detected a login to your SwiftPay account from an unrecognized location. Secure your account now: http://quickcourier-update.info/nzx3mz,high,Phishing Attempt
Your PayLink order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://swiftpay-update.net/9yzjk9,high,Phishing Attempt
URGENT: We detected unusual activity on your SwiftPay account. Verify immediately at http://globaltel-confirm.biz/g8ff9g or it will be suspended.,high,Phishing Attempt
URGENT: We detected unusual activity on your MetroBank account. Verify immediately at http://trustbank-claim.biz/y9bnum or it will be suspended.,high,Phishing Attempt
"Dear customer, your FastTrack Logistics payment of $2,000 could not be processed. Update your billing info now at http://swiftpay-confirm.biz/egkv5r.",high,Phishing Attempt
"Congratulations! You've been selected to receive $1,000 from SwiftPay. Claim now before it expires: http://paylink-verify.net/z3acdr",high,Phishing Attempt
URGENT: We detected unusual activity on your TrustBank account. Verify immediately at http://fasttrack logistics-verify.info/p49deb or it will be suspended.,high,Phishing Attempt
"We noticed a large withdrawal attempt on your CloudMail account. If this wasn't you, click here now: http://cloudmail-secure.biz/4paaa6",high,Suspicious Message
Your PayLink verification code has expired. Re-verify your identity immediately at http://clickpay-update.biz/vxtkqp to avoid suspension.,high,Phishing Attempt
Your PayLink order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://dataguard-update.xyz/jz8upx,high,Phishing Attempt
"URGENT: Your SwiftPay package is on hold. Pay the outstanding customs fee of $1,000 now: http://streamplus-claim.net/ve5zjl",high,Urgent Action Scam
Your StreamPlus order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://clickpay-verify.xyz/8tvgjn,high,Phishing Attempt
Security Alert: Someone tried to access your FastTrack Logistics account from a new device. Confirm your identity now: http://trustbank-secure.biz/f6f434,high,Phishing Attempt
"Dear customer, your SwiftPay payment of $1,000 could not be processed. Update your billing info now at http://fasttrack logistics-secure.net/r5d7u7.",high,Suspicious Message
Security Alert: Someone tried to access your GlobalTel account from a new device. Confirm your identity now: http://swiftpay-update.xyz/zdtgjr,high,Phishing Attempt
This is your final warning. Your QuickCourier account will be permanently closed unless you verify now: http://nova bank-update.biz/gb35cd,high,Phishing Attempt
Security Alert: Someone tried to access your PrimeShip account from a new device. Confirm your identity now: http://metrobank-update.info/9nmul5,high,Phishing Attempt
"We noticed a large withdrawal attempt on your Nova Bank account. If this wasn't you, click here now: http://globaltel-claim.biz/unqbth",high,Urgent Action Scam
URGENT: Your TrustBank package is on hold. Pay the outstanding customs fee of £500 now: http://fasttrack logistics-confirm.xyz/wsytvs,high,Phishing Attempt
This is your final warning. Your FastTrack Logistics account will be permanently closed unless you verify now: http://globaltel-secure.net/sqs3du,high,Phishing Attempt
"Dear valued customer, your DataGuard account balance shows an error. Verify your information immediately to avoid a hold: http://metrobank-verify.biz/mnqzdw",high,Phishing Attempt
Your MetroBank order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://securenet-confirm.info/4rp67e,high,Phishing Attempt
Your PayLink account has been locked due to suspicious activity. Call 1-800-260-4514 immediately to restore access.,high,Suspicious Message
URGENT: Your ClickPay package is on hold. Pay the outstanding customs fee of $250 now: http://globaltel-verify.biz/fdelue,high,Phishing Attempt
"Dear valued customer, your PrimeShip account balance shows an error. Verify your information immediately to avoid a hold: http://fasttrack logistics-verify.biz/eq5jk2",high,Phishing Attempt
"URGENT: Your StreamPlus package is on hold. Pay the outstanding customs fee of $1,000 now: http://shopease-update.info/hjbt48",high,Suspicious Message
"URGENT: Your MetroBank package is on hold. Pay the outstanding customs fee of $1,000 now: http://fasttrack logistics-claim.info/uhdjz4",high,Urgent Action Scam
"Your Nova Bank refund of £1,000 is pending. Verify your bank details to receive it within 24 hours: http://dataguard-claim.info/cs75ka",high,Phishing Attempt
Your PrimeShip order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://cloudmail-claim.biz/gsal93,high,Phishing Attempt
"We noticed a large withdrawal attempt on your ClickPay account. If this wasn't you, click here now: http://trustbank-update.biz/jxq9qs",high,Suspicious Message
"Congratulations! You've been selected to receive $2,000 from MetroBank. Claim now before it expires: http://primeship-secure.net/cnq3xg",high,Suspicious Message
Your QuickCourier account has been locked due to suspicious activity. Call 1-800-637-6542 immediately to restore access.,high,Suspicious Message
Security Alert: Someone tried to access your PayLink account from a new device. Confirm your identity now: http://nova bank-claim.xyz/arlewe,high,Phishing Attempt
URGENT: Your SecureNet package is on hold. Pay the outstanding customs fee of $500 now: http://securenet-verify.info/urzg64,high,Phishing Attempt
URGENT: We detected unusual activity on your DataGuard account. Verify immediately at http://clickpay-claim.biz/t2ecls or it will be suspended.,high,Phishing Attempt
"Dear valued customer, your MetroBank account balance shows an error. Verify your information immediately to avoid a hold: http://dataguard-secure.biz/5s2c5y",high,Phishing Attempt
Security Alert: Someone tried to access your DataGuard account from a new device. Confirm your identity now: http://dataguard-claim.info/wdw44c,high,Phishing Attempt
Security Alert: Someone tried to access your ClickPay account from a new device. Confirm your identity now: http://fasttrack logistics-confirm.net/u2z7yz,high,Phishing Attempt
This is your final warning. Your ClickPay account will be permanently closed unless you verify now: http://streamplus-secure.net/rwda99,high,Phishing Attempt
We've detected a login to your PrimeShip account from an unrecognized location. Secure your account now: http://metrobank-secure.xyz/n7yre3,high,Phishing Attempt
Your QuickCourier order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://globaltel-update.net/yhlkml,high,Phishing Attempt
Attention: Your SwiftPay membership will auto-renew for $500 tomorrow. Cancel now or call 1-800-752-3085 immediately.,high,Urgent Action Scam
Your PrimeShip refund of £500 is pending. Verify your bank details to receive it within 24 hours: http://fasttrack logistics-claim.net/exjpj2,high,Phishing Attempt
Your GlobalTel verification code has expired. Re-verify your identity immediately at http://streamplus-update.xyz/3ldzcs to avoid suspension.,high,Phishing Attempt
Your PrimeShip order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://fasttrack logistics-update.info/tapy9m,high,Phishing Attempt
Security Alert: Someone tried to access your SecureNet account from a new device. Confirm your identity now: http://primeship-verify.info/xmbkuh,high,Phishing Attempt
"We noticed a large withdrawal attempt on your StreamPlus account. If this wasn't you, click here now: http://shopease-claim.info/uvyplu",high,Urgent Action Scam
"URGENT: Your CloudMail package is on hold. Pay the outstanding customs fee of $1,000 now: http://fasttrack logistics-verify.biz/efb7x2",high,Phishing Attempt
"Your FastTrack Logistics refund of $2,000 is pending. Verify your bank details to receive it within 24 hours: http://quickcourier-confirm.net/6cgdn5",high,Phishing Attempt
Your SecureNet order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://streamplus-confirm.biz/rmm2um,high,Phishing Attempt
URGENT: We detected unusual activity on your CloudMail account. Verify immediately at http://trustbank-secure.net/b9cbfl or it will be suspended.,high,Phishing Attempt
Congratulations! You've been selected to receive $500 from QuickCourier. Claim now before it expires: http://quickcourier-update.xyz/h5gnjx,high,Suspicious Message
We've detected a login to your DataGuard account from an unrecognized location. Secure your account now: http://clickpay-claim.info/hwahz3,high,Phishing Attempt
Your GlobalTel order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://primeship-secure.info/xuqtbb,high,Phishing Attempt
URGENT: We detected unusual activity on your CloudMail account. Verify immediately at http://trustbank-confirm.biz/vru3wd or it will be suspended.,high,Phishing Attempt
Your ClickPay account has been locked due to suspicious activity. Call 1-800-849-8290 immediately to restore access.,high,Urgent Action Scam
Your TrustBank verification code has expired. Re-verify your identity immediately at http://swiftpay-claim.net/bxwcex to avoid suspension.,high,Phishing Attempt
Your ClickPay account has been locked due to suspicious activity. Call 1-800-188-6226 immediately to restore access.,high,Urgent Action Scam
"Dear valued customer, your ClickPay account balance shows an error. Verify your information immediately to avoid a hold: http://fasttrack logistics-claim.info/4bett2",high,Phishing Attempt
"URGENT: Your GlobalTel package is on hold. Pay the outstanding customs fee of $1,500 now: http://streamplus-secure.xyz/nyh3k6",high,Suspicious Message
We've detected a login to your MetroBank account from an unrecognized location. Secure your account now: http://nova bank-update.net/692xbd,high,Phishing Attempt
"Dear valued customer, your PayLink account balance shows an error. Verify your information immediately to avoid a hold: http://globaltel-verify.xyz/sf2k25",high,Phishing Attempt
Your PayLink refund of $750 is pending. Verify your bank details to receive it within 24 hours: http://primeship-secure.info/g6lrtq,high,Phishing Attempt
Security Alert: Someone tried to access your ClickPay account from a new device. Confirm your identity now: http://shopease-claim.info/693cjz,high,Phishing Attempt
Your DataGuard refund of £500 is pending. Verify your bank details to receive it within 24 hours: http://trustbank-update.info/d36x85,high,Phishing Attempt
This is your final warning. Your FastTrack Logistics account will be permanently closed unless you verify now: http://nova bank-confirm.biz/utfh2c,high,Phishing Attempt
Your PayLink order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://shopease-confirm.biz/adljlu,high,Phishing Attempt
Your FastTrack Logistics order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://clickpay-claim.biz/8bfh8u,high,Phishing Attempt
URGENT: Your SwiftPay package is on hold. Pay the outstanding customs fee of $750 now: http://nova bank-claim.xyz/ctn4fm,high,Urgent Action Scam
Your ClickPay verification code has expired. Re-verify your identity immediately at http://paylink-claim.xyz/cgz4ps to avoid suspension.,high,Phishing Attempt
"URGENT: Your SecureNet package is on hold. Pay the outstanding customs fee of $2,000 now: http://metrobank-verify.xyz/9qwcsz",high,Phishing Attempt
Your SwiftPay order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://trustbank-verify.xyz/ymfgyr,high,Phishing Attempt
URGENT: We detected unusual activity on your StreamPlus account. Verify immediately at http://globaltel-claim.biz/phn8fd or it will be suspended.,high,Phishing Attempt
"Dear customer, your PayLink payment of $50 could not be processed. Update your billing info now at http://primeship-secure.info/zj89dw.",high,Suspicious Message
"Dear valued customer, your MetroBank account balance shows an error. Verify your information immediately to avoid a hold: http://quickcourier-update.xyz/f2fnxa",high,Phishing Attempt
Your TrustBank verification code has expired. Re-verify your identity immediately at http://clickpay-update.biz/d2w292 to avoid suspension.,high,Phishing Attempt
"Dear customer, your SecureNet payment of $100 could not be processed. Update your billing info now at http://cloudmail-update.biz/eebd5k.",high,Suspicious Message
URGENT: We detected unusual activity on your PrimeShip account. Verify immediately at http://streamplus-secure.biz/mnqqrm or it will be suspended.,high,Phishing Attempt
FINAL NOTICE: Your SwiftPay subscription will be cancelled unless you verify your payment details within 24 hours at http://cloudmail-confirm.xyz/tfn7eh,high,Phishing Attempt
"Attention: Your GlobalTel membership will auto-renew for $1,500 tomorrow. Cancel now or call 1-800-518-2927 immediately.",high,Urgent Action Scam
FINAL NOTICE: Your QuickCourier subscription will be cancelled unless you verify your payment details within 24 hours at http://securenet-verify.xyz/vwb7p5,high,Phishing Attempt
"Congratulations! You've been selected to receive £1,000 from StreamPlus. Claim now before it expires: http://cloudmail-verify.xyz/egd6h5",high,Phishing Attempt
URGENT: We detected unusual activity on your PrimeShip account. Verify immediately at http://cloudmail-secure.info/5d3bls or it will be suspended.,high,Phishing Attempt
Your QuickCourier account has been locked due to suspicious activity. Call 1-800-604-2043 immediately to restore access.,high,Suspicious Message
Congratulations! You've been selected to receive $500 from PayLink. Claim now before it expires: http://shopease-verify.net/4twsgb,high,Phishing Attempt
We've detected a login to your TrustBank account from an unrecognized location. Secure your account now: http://globaltel-confirm.info/ss9axl,high,Phishing Attempt
Your ClickPay verification code has expired. Re-verify your identity immediately at http://clickpay-verify.net/ztv9ww to avoid suspension.,high,Phishing Attempt
URGENT: We detected unusual activity on your GlobalTel account. Verify immediately at http://shopease-secure.info/jqnwyq or it will be suspended.,high,Phishing Attempt
"Dear valued customer, your Nova Bank account balance shows an error. Verify your information immediately to avoid a hold: http://metrobank-update.biz/k2t4qq",high,Phishing Attempt
Your Nova Bank account has been locked due to suspicious activity. Call 1-800-111-9566 immediately to restore access.,high,Suspicious Message
This is your final warning. Your SecureNet account will be permanently closed unless you verify now: http://nova bank-update.biz/t64h6p,high,Phishing Attempt
"Attention: Your SecureNet membership will auto-renew for $1,500 tomorrow. Cancel now or call 1-800-773-7884 immediately.",high,Urgent Action Scam
"Dear valued customer, your DataGuard account balance shows an error. Verify your information immediately to avoid a hold: http://swiftpay-update.info/6bmm7e",high,Phishing Attempt
Your FastTrack Logistics order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://fasttrack logistics-verify.biz/cqgxxl,high,Phishing Attempt
Attention: Your ShopEase membership will auto-renew for $500 tomorrow. Cancel now or call 1-800-579-2078 immediately.,high,Urgent Action Scam
Your StreamPlus refund of $500 is pending. Verify your bank details to receive it within 24 hours: http://securenet-verify.biz/hqegkl,high,Phishing Attempt
Security Alert: Someone tried to access your MetroBank account from a new device. Confirm your identity now: http://streamplus-secure.xyz/f9xssx,high,Phishing Attempt
"Dear valued customer, your QuickCourier account balance shows an error. Verify your information immediately to avoid a hold: http://quickcourier-claim.biz/chkaxy",high,Phishing Attempt
Security Alert: Someone tried to access your TrustBank account from a new device. Confirm your identity now: http://fasttrack logistics-verify.info/nkmm72,high,Phishing Attempt
FINAL NOTICE: Your StreamPlus subscription will be cancelled unless you verify your payment details within 24 hours at http://fasttrack logistics-claim.net/sf8bzd,high,Phishing Attempt
"URGENT: Your StreamPlus package is on hold. Pay the outstanding customs fee of £1,000 now: http://metrobank-verify.xyz/purwv2",high,Phishing Attempt
"Dear valued customer, your ClickPay account balance shows an error. Verify your information immediately to avoid a hold: http://quickcourier-secure.info/n2reda",high,Phishing Attempt
We've detected a login to your DataGuard account from an unrecognized location. Secure your account now: http://metrobank-update.biz/2qn34h,high,Phishing Attempt
URGENT: We detected unusual activity on your SecureNet account. Verify immediately at http://quickcourier-confirm.info/yfg2v9 or it will be suspended.,high,Phishing Attempt
URGENT: Your PayLink package is on hold. Pay the outstanding customs fee of $500 now: http://trustbank-secure.biz/2gj2ag,high,Suspicious Message
This is your final warning. Your ShopEase account will be permanently closed unless you verify now: http://primeship-update.xyz/87ncsn,high,Phishing Attempt
URGENT: Your MetroBank package is on hold. Pay the outstanding customs fee of $100 now: http://swiftpay-update.info/rax9y6,high,Suspicious Message
URGENT: Your StreamPlus package is on hold. Pay the outstanding customs fee of $50 now: http://metrobank-verify.net/fcqpae,high,Phishing Attempt
Your CloudMail account has been locked due to suspicious activity. Call 1-800-248-1241 immediately to restore access.,high,Suspicious Message
Your CloudMail verification code has expired. Re-verify your identity immediately at http://cloudmail-update.info/km8rmn to avoid suspension.,high,Phishing Attempt
"Dear customer, your ClickPay payment of $750 could not be processed. Update your billing info now at http://cloudmail-claim.info/2h4kuw.",high,Urgent Action Scam
"URGENT: Your QuickCourier package is on hold. Pay the outstanding customs fee of $1,000 now: http://streamplus-update.biz/fb6j36",high,Suspicious Message
"Dear customer, your PayLink payment of $100 could not be processed. Update your billing info now at http://swiftpay-claim.xyz/8898vj.",high,Suspicious Message
"Dear valued customer, your QuickCourier account balance shows an error. Verify your information immediately to avoid a hold: http://fasttrack logistics-claim.biz/uwkpsj",high,Phishing Attempt
Your StreamPlus account has been locked due to suspicious activity. Call 1-800-776-5139 immediately to restore access.,high,Suspicious Message
FINAL NOTICE: Your ShopEase subscription will be cancelled unless you verify your payment details within 24 hours at http://globaltel-claim.info/v3crb4,high,Phishing Attempt
This is your final warning. Your ClickPay account will be permanently closed unless you verify now: http://securenet-secure.biz/ck8lwm,high,Phishing Attempt
"We noticed a large withdrawal attempt on your ShopEase account. If this wasn't you, click here now: http://primeship-update.net/tjh89a",high,Suspicious Message
Security Alert: Someone tried to access your CloudMail account from a new device. Confirm your identity now: http://fasttrack logistics-claim.info/98jjx7,high,Phishing Attempt
FINAL NOTICE: Your GlobalTel subscription will be cancelled unless you verify your payment details within 24 hours at http://fasttrack logistics-secure.biz/qpuku3,high,Phishing Attempt
Your GlobalTel refund of $100 is pending. Verify your bank details to receive it within 24 hours: http://quickcourier-update.net/qzvx5f,high,Phishing Attempt
URGENT: We detected unusual activity on your CloudMail account. Verify immediately at http://primeship-confirm.xyz/vk8sqf or it will be suspended.,high,Phishing Attempt
FINAL NOTICE: Your SwiftPay subscription will be cancelled unless you verify your payment details within 24 hours at http://clickpay-confirm.xyz/6a6s8w,high,Phishing Attempt
"URGENT: Your PrimeShip package is on hold. Pay the outstanding customs fee of $1,000 now: http://swiftpay-verify.xyz/v6hyma",high,Phishing Attempt
FINAL NOTICE: Your TrustBank subscription will be cancelled unless you verify your payment details within 24 hours at http://clickpay-claim.biz/g33478,high,Phishing Attempt
Your CloudMail refund of $250 is pending. Verify your bank details to receive it within 24 hours: http://paylink-confirm.info/9ccgn5,high,Phishing Attempt
Attention: Your MetroBank membership will auto-renew for $50 tomorrow. Cancel now or call 1-800-204-4624 immediately.,high,Urgent Action Scam
URGENT: We detected unusual activity on your QuickCourier account. Verify immediately at http://trustbank-confirm.info/rqgwr5 or it will be suspended.,high,Phishing Attempt
Your ClickPay order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://shopease-verify.info/6d82v6,high,Phishing Attempt
"We noticed a large withdrawal attempt on your FastTrack Logistics account. If this wasn't you, click here now: http://paylink-update.xyz/q6lfjz",high,Suspicious Message
URGENT: We detected unusual activity on your MetroBank account. Verify immediately at http://metrobank-verify.biz/m2kj93 or it will be suspended.,high,Phishing Attempt
URGENT: We detected unusual activity on your PayLink account. Verify immediately at http://streamplus-verify.info/aafm3y or it will be suspended.,high,Phishing Attempt
"Attention: Your FastTrack Logistics membership will auto-renew for $1,500 tomorrow. Cancel now or call 1-800-662-9363 immediately.",high,Urgent Action Scam
Your SecureNet refund of $100 is pending. Verify your bank details to receive it within 24 hours: http://primeship-claim.info/w36ufr,high,Phishing Attempt
Attention: Your SwiftPay membership will auto-renew for $50 tomorrow. Cancel now or call 1-800-251-5550 immediately.,high,Urgent Action Scam
URGENT: We detected unusual activity on your QuickCourier account. Verify immediately at http://quickcourier-update.xyz/d2rbjz or it will be suspended.,high,Phishing Attempt
We've detected a login to your PayLink account from an unrecognized location. Secure your account now: http://streamplus-update.net/bse3uc,high,Phishing Attempt
Attention: Your MetroBank membership will auto-renew for $50 tomorrow. Cancel now or call 1-800-949-1951 immediately.,high,Urgent Action Scam
Your DataGuard order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://securenet-claim.xyz/9hr5xp,high,Phishing Attempt
Your PayLink account has been locked due to suspicious activity. Call 1-800-650-2083 immediately to restore access.,high,Suspicious Message
Attention: Your FastTrack Logistics membership will auto-renew for $750 tomorrow. Cancel now or call 1-800-618-8649 immediately.,high,Urgent Action Scam
FINAL NOTICE: Your CloudMail subscription will be cancelled unless you verify your payment details within 24 hours at http://paylink-verify.biz/etg3q8,high,Phishing Attempt
"Dear valued customer, your FastTrack Logistics account balance shows an error. Verify your information immediately to avoid a hold: http://securenet-verify.xyz/7ku74e",high,Phishing Attempt
Your FastTrack Logistics refund of $750 is pending. Verify your bank details to receive it within 24 hours: http://streamplus-update.biz/h2sful,high,Phishing Attempt
URGENT: Your PrimeShip package is on hold. Pay the outstanding customs fee of $500 now: http://clickpay-confirm.info/d6zh87,high,Phishing Attempt
Your ClickPay verification code has expired. Re-verify your identity immediately at http://streamplus-secure.net/9sqq8w to avoid suspension.,high,Phishing Attempt
"Attention: Your QuickCourier membership will auto-renew for £1,000 tomorrow. Cancel now or call 1-800-361-7997 immediately.",high,Urgent Action Scam
Security Alert: Someone tried to access your QuickCourier account from a new device. Confirm your identity now: http://cloudmail-update.info/x9xsrj,high,Phishing Attempt
Your GlobalTel account has been locked due to suspicious activity. Call 1-800-393-7218 immediately to restore access.,high,Suspicious Message
Your TrustBank refund of $750 is pending. Verify your bank details to receive it within 24 hours: http://streamplus-secure.xyz/gj5cqy,high,Phishing Attempt
Your PayLink verification code has expired. Re-verify your identity immediately at http://quickcourier-update.net/rr8dct to avoid suspension.,high,Phishing Attempt
"Attention: Your StreamPlus membership will auto-renew for $2,000 tomorrow. Cancel now or call 1-800-885-6245 immediately.",high,Urgent Action Scam
Security Alert: Someone tried to access your ShopEase account from a new device. Confirm your identity now: http://shopease-claim.net/d4fddl,high,Phishing Attempt
"Dear valued customer, your TrustBank account balance shows an error. Verify your information immediately to avoid a hold: http://trustbank-claim.xyz/g846gy",high,Phishing Attempt
We've detected a login to your FastTrack Logistics account from an unrecognized location. Secure your account now: http://clickpay-confirm.info/eq9572,high,Phishing Attempt
URGENT: Your Nova Bank package is on hold. Pay the outstanding customs fee of $50 now: http://clickpay-confirm.net/786b94,high,Phishing Attempt
"Dear customer, your FastTrack Logistics payment of $2,000 could not be processed. Update your billing info now at http://primeship-claim.net/7572lx.",high,Suspicious Message
Your StreamPlus account has been locked due to suspicious activity. Call 1-800-656-5014 immediately to restore access.,high,Suspicious Message
This is your final warning. Your TrustBank account will be permanently closed unless you verify now: http://shopease-confirm.net/4tav9n,high,Phishing Attempt
FINAL NOTICE: Your SecureNet subscription will be cancelled unless you verify your payment details within 24 hours at http://cloudmail-confirm.net/pq3rke,high,Phishing Attempt
"Dear customer, your TrustBank payment of $1,000 could not be processed. Update your billing info now at http://securenet-update.net/yquz8c.",high,Suspicious Message
"We noticed a large withdrawal attempt on your GlobalTel account. If this wasn't you, click here now: http://nova bank-claim.xyz/zpuxws",high,Urgent Action Scam
We've detected a login to your ShopEase account from an unrecognized location. Secure your account now: http://primeship-verify.biz/lruksr,high,Phishing Attempt
Your SwiftPay verification code has expired. Re-verify your identity immediately at http://metrobank-confirm.biz/4rws4j to avoid suspension.,high,Phishing Attempt
Congratulations! You've been selected to receive $250 from MetroBank. Claim now before it expires: http://paylink-verify.biz/cg94ns,high,Phishing Attempt
Your ClickPay order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://nova bank-update.xyz/mm4u7u,high,Phishing Attempt
"Dear valued customer, your GlobalTel account balance shows an error. Verify your information immediately to avoid a hold: http://trustbank-verify.info/cfskhr",high,Phishing Attempt
Your DataGuard refund of $50 is pending. Verify your bank details to receive it within 24 hours: http://streamplus-claim.info/qrksyr,high,Phishing Attempt
"We noticed a large withdrawal attempt on your PayLink account. If this wasn't you, click here now: http://cloudmail-secure.xyz/9tvtjq",high,Suspicious Message
URGENT: Your TrustBank package is on hold. Pay the outstanding customs fee of $50 now: http://securenet-update.biz/kpebvd,high,Suspicious Message
"Dear customer, your TrustBank payment of $1,500 could not be processed. Update your billing info now at http://paylink-secure.net/hmvtrw.",high,Suspicious Message
"Dear valued customer, your Nova Bank account balance shows an error. Verify your information immediately to avoid a hold: http://dataguard-confirm.net/7vvsq5",high,Phishing Attempt
"Dear customer, your QuickCourier payment of $2,000 could not be processed. Update your billing info now at http://swiftpay-secure.xyz/bud2tt.",high,Suspicious Message
"Dear valued customer, your ShopEase account balance shows an error. Verify your information immediately to avoid a hold: http://clickpay-verify.xyz/eullum",high,Phishing Attempt
"Dear valued customer, your CloudMail account balance shows an error. Verify your information immediately to avoid a hold: http://securenet-claim.xyz/aswffj",high,Phishing Attempt
"Congratulations! You've been selected to receive $1,000 from SwiftPay. Claim now before it expires: http://fasttrack logistics-claim.info/b7n2ma",high,Suspicious Message
"Dear customer, your SecureNet payment of $750 could not be processed. Update your billing info now at http://dataguard-verify.biz/cxa4g5.",high,Phishing Attempt
Your DataGuard refund of $100 is pending. Verify your bank details to receive it within 24 hours: http://clickpay-confirm.biz/p8nhr5,high,Phishing Attempt
Security Alert: Someone tried to access your FastTrack Logistics account from a new device. Confirm your identity now: http://shopease-claim.net/rcrq7w,high,Phishing Attempt
URGENT: We detected unusual activity on your ShopEase account. Verify immediately at http://swiftpay-verify.net/6y6grv or it will be suspended.,high,Phishing Attempt
"We noticed a large withdrawal attempt on your ShopEase account. If this wasn't you, click here now: http://cloudmail-claim.biz/8lkhkq",high,Urgent Action Scam
Security Alert: Someone tried to access your FastTrack Logistics account from a new device. Confirm your identity now: http://shopease-update.xyz/gfa5lc,high,Phishing Attempt
"Dear valued customer, your TrustBank account balance shows an error. Verify your information immediately to avoid a hold: http://dataguard-confirm.net/xfvtfa",high,Phishing Attempt
Your ClickPay refund of $500 is pending. Verify your bank details to receive it within 24 hours: http://clickpay-claim.xyz/l22t59,high,Phishing Attempt
FINAL NOTICE: Your ClickPay subscription will be cancelled unless you verify your payment details within 24 hours at http://cloudmail-secure.info/hkpw52,high,Phishing Attempt
Your DataGuard order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://paylink-update.net/9gqxvw,high,Phishing Attempt
Your DataGuard order could not be delivered due to a billing issue. Confirm payment within 12 hours: http://fasttrack logistics-verify.xyz/gacm47,high,Phishing Attempt
"Dear valued customer, your ClickPay account balance shows an error. Verify your information immediately to avoid a hold: http://paylink-verify.xyz/9jgqxb",high,Phishing Attempt
Your QuickCourier verification code has expired. Re-verify your identity immediately at http://dataguard-confirm.net/mvkdhp to avoid suspension.,high,Phishing Attempt
Your QuickCourier account has been locked due to suspicious activity. Call 1-800-287-4037 immediately to restore access.,high,Suspicious Message
We've detected a login to your QuickCourier account from an unrecognized location. Secure your account now: http://quickcourier-verify.biz/yucqm3,high,Phishing Attempt
We've detected a login to your DataGuard account from an unrecognized location. Secure your account now: http://primeship-update.net/rw4bfp,high,Phishing Attempt
URGENT: Your ClickPay package is on hold. Pay the outstanding customs fee of $100 now: http://globaltel-verify.info/hngptn,high,Phishing Attempt
"Dear valued customer, your GlobalTel account balance shows an error. Verify your information immediately to avoid a hold: http://swiftpay-secure.xyz/jk3efv",high,Phishing Attempt
"Congratulations! You've been selected to receive $2,000 from Nova Bank. Claim now before it expires: http://streamplus-update.info/hpey7w",high,Suspicious Message
"Dear valued customer, your GlobalTel account balance shows an error. Verify your information immediately to avoid a hold: http://trustbank-confirm.net/w5r3lc",high,Phishing Attempt
URGENT: We detected unusual activity on your PayLink account. Verify immediately at http://trustbank-confirm.net/3cw554 or it will be suspended.,high,Phishing Attempt
"We noticed a large withdrawal attempt on your ShopEase account. If this wasn't you, click here now: http://paylink-secure.biz/tbkxx2",high,Suspicious Message
Your GlobalTel account has been locked due to suspicious activity. Call 1-800-357-7957 immediately to restore access.,high,Suspicious Message
Congratulations! You've been selected to receive $250 from ClickPay. Claim now before it expires: http://primeship-secure.net/jevx7x,high,Urgent Action Scam
"Your SwiftPay refund of $2,000 is pending. Verify your bank details to receive it within 24 hours: http://quickcourier-secure.net/nbl9sk",high,Phishing Attempt
"Attention: Your MetroBank membership will auto-renew for $1,500 tomorrow. Cancel now or call 1-800-765-2835 immediately.",high,Urgent Action Scam
"Dear valued customer, your QuickCourier account balance shows an error. Verify your information immediately to avoid a hold: http://nova bank-secure.biz/y4ew3u",high,Phishing Attempt
"Congratulations! You've been selected to receive $1,000 from StreamPlus. Claim now before it expires: http://quickcourier-update.info/h6ejsh",high,Suspicious Message
"We noticed a large withdrawal attempt on your PrimeShip account. If this wasn't you, click here now: http://paylink-update.info/s4eywr",high,Suspicious Message
FINAL NOTICE: Your FastTrack Logistics subscription will be cancelled unless you verify your payment details within 24 hours at http://trustbank-secure.xyz/dryjfy,high,Phishing Attempt
Attention: Your ShopEase membership will auto-renew for £500 tomorrow. Cancel now or call 1-800-409-2074 immediately.,high,Urgent Action Scam
We've detected a login to your Nova Bank account from an unrecognized location. Secure your account now: http://nova bank-secure.biz/mhf9fv,high,Phishing Attempt
"Your TrustBank refund of $2,000 is pending. Verify your bank details to receive it within 24 hours: http://shopease-verify.info/p6acl6",high,Phishing Attempt
